지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
강남,2019-01-01,-3.7,-6.9,-0.9,0,8.4,1.8,255.9
강남,2019-01-02,-3.5,-7.1,0.1,0,5.8,1.5,250.3
강남,2019-01-03,-1.9,-6.7,2.4,0,4.1,1.1,244.7
강남,2019-01-04,-0.5,-5.3,3.7,0,5.2,1.3,227.8
강남,2019-01-05,-1.5,-3.4,1.6,0,6.1,2,281.3
강남,2019-01-06,-1.6,-4.9,2.1,0,5.2,1.3,281.3
강남,2019-01-07,-0.7,-4.9,3.2,0,5.7,1.4,275.6
강남,2019-01-08,-2.3,-5.4,1.1,0,8.6,2,289.7
강남,2019-01-09,-3.6,-7.6,0.4,0,4.8,1.3,92.8
강남,2019-01-10,0,-2.9,3.1,0,5,1.3,272.8
강남,2019-01-11,3,0,5.7,0,3.7,1.1,67.5
강남,2019-01-12,3.9,1.8,7.7,0,5.5,1.3,278.4
강남,2019-01-13,2.7,-1.4,7.1,0,4.8,1.3,281.3
강남,2019-01-14,2.1,-1.4,4.9,0,4,0.6,292.5
강남,2019-01-15,-0.7,-5.9,3.4,0,8.9,2.3,275.6
강남,2019-01-16,-4.5,-8.2,-1.7,0,7,1.8,278.4
강남,2019-01-17,0.7,-2.6,4.5,0,7.3,1.7,289.7
강남,2019-01-18,1.6,-2.9,6,0,5,1.2,258.8
강남,2019-01-19,4.1,0.6,8.7,0,3.7,1.1,216.6
강남,2019-01-20,-0.5,-3.9,4.9,0,8.5,2.8,272.8
강남,2019-01-21,0.3,-4.5,4.5,0,8.4,1.6,236.3
강남,2019-01-22,2.7,-2,6.7,0,6.7,1.5,227.8
강남,2019-01-23,3.1,0.1,7.2,0,8.4,1.7,284.1
강남,2019-01-24,1.5,-2.3,5.7,0,6.7,1.6,270
강남,2019-01-25,0,-2,2.4,0,8.5,2.2,289.7
강남,2019-01-26,-1.7,-4.9,1.5,0,6.1,1.9,281.3
강남,2019-01-27,0.5,-4.9,4.3,0,7.6,1.7,272.8
강남,2019-01-28,2,-0.7,4.4,0,9.1,2.2,278.4
강남,2019-01-29,1.1,-4.1,6.2,0,5.4,1.1,281.3
강남,2019-01-30,2.9,-0.8,6.5,0,6.1,1.5,298.1
강남,2019-01-31,-1.1,-4.7,3.2,0,6.7,2.5,281.3
강남,2019-02-01,-0.9,-5.2,3,0,8.2,1.8,284.1
강남,2019-02-02,2.5,-1.2,6.4,0,5,1.1,137.8
강남,2019-02-03,3.4,2.1,5,21,6.9,1.4,289.7
강남,2019-02-04,0.6,-1.4,3,0,7.7,2,284.1
강남,2019-02-05,3.6,-2.2,9.6,0,5.3,1.2,188.4
강남,2019-02-06,5.5,0.5,9.7,0,4.9,1.3,236.3
강남,2019-02-07,-1.3,-7.2,6.7,0,9,2.8,270
강남,2019-02-08,-5.1,-8.8,-1.6,0,5.7,1.7,278.4
강남,2019-02-09,-4.6,-7.2,-1.7,0,7.8,2.3,289.7
강남,2019-02-10,-4,-7.1,-1.5,0,5.2,1.6,244.7
강남,2019-02-11,-2,-5.3,2,0,6.9,2,303.8
강남,2019-02-12,0.3,-2.2,3.9,0,5.9,1.1,258.8
강남,2019-02-13,-0.9,-2.9,2.2,0,7.4,1.6,284.1
강남,2019-02-14,0.5,-3.7,5.5,0,4.7,1.4,275.6
강남,2019-02-15,-0.1,-2.3,1.6,0.5,8.4,1.7,261.6
강남,2019-02-16,-1.7,-3.9,1.2,0,7.6,1.9,219.4
강남,2019-02-17,-0.2,-4.1,4.4,0,6.3,1.7,270
강남,2019-02-18,1.7,-2.9,5.5,0,3.8,0.9,75.9
강남,2019-02-19,1.8,0,3.9,4.5,5.2,1.4,272.8
강남,2019-02-20,2.8,1.3,4.8,0,6.1,1.8,309.4
강남,2019-02-21,3.4,-0.7,8.1,0,4.6,1.4,298.1
강남,2019-02-22,4.9,-0.3,10.2,0,5.7,1.3,75.9
강남,2019-02-23,7.5,1.7,13.5,0,5.1,1.2,50.6
강남,2019-02-24,6.8,2.2,12.7,0,6.7,1.6,317.8
강남,2019-02-25,5.7,2.8,10,0,6.1,1.8,270
강남,2019-02-26,6.5,1.4,11.2,0,5.3,1.5,295.3
강남,2019-02-27,8.8,5.8,14.4,0,7,1.4,239.1
강남,2019-02-28,8.1,3.7,12.4,0,6.2,1.6,292.5
강남,2019-03-01,7.8,3.2,12.9,0,5.7,1.6,275.6
강남,2019-03-02,8.4,2.7,13.9,0,4.8,1.1,61.9
강남,2019-03-03,10.1,4,15.7,0,5.8,0.9,289.7
강남,2019-03-04,10.7,7.5,15.7,0,5.8,1.3,239.1
강남,2019-03-05,8.8,6,13.4,0,6.2,1.3,267.2
강남,2019-03-06,9.2,7.3,11.7,0,5.7,1.1,292.5
강남,2019-03-07,8.1,5.3,12.5,0,7.9,1.7,292.5
강남,2019-03-08,7.2,2.3,12.7,0,6.1,1.3,272.8
강남,2019-03-09,8.1,1.4,13.9,0,4.8,0.9,292.5
강남,2019-03-10,10.7,7.1,15.1,0,4.4,1.1,16.9
강남,2019-03-11,7.5,5.1,10.3,0,6.1,1.6,289.7
강남,2019-03-12,4.8,1.7,8.3,0,9.5,2.5,239.1
강남,2019-03-13,4.4,1.8,8.1,0,11.8,2.9,289.7
강남,2019-03-14,5.9,0.8,9.8,0,6.7,1.6,210.9
강남,2019-03-15,5.4,1.8,10.3,7,8.2,1.5,267.2
강남,2019-03-16,5.2,2.1,9.1,0,7.4,1.3,272.8
강남,2019-03-17,7.3,4.4,11.6,0,8.1,1.7,222.2
강남,2019-03-18,7.9,2.9,13.9,0,5.8,1.2,230.6
강남,2019-03-19,10.8,4.7,16.7,0,5.5,1.3,244.7
강남,2019-03-20,10.7,8.1,15.7,19.5,6.1,0.9,205.3
강남,2019-03-21,7.9,3.2,12.2,4,9.6,2.4,253.1
강남,2019-03-22,4.1,0.6,8.3,0,9.1,2.1,284.1
강남,2019-03-23,4.5,1.8,8.3,3,11.7,2,281.3
강남,2019-03-24,5.3,1.9,9.3,0,8.8,1.8,281.3
강남,2019-03-25,8.1,3.8,12.2,0,7.7,1.6,306.6
강남,2019-03-26,12,7.7,17,0,6.5,1.7,286.9
강남,2019-03-27,12.5,9.8,17.1,0,10.5,2.9,239.1
강남,2019-03-28,10.2,7,14.4,0,6.4,2,278.4
강남,2019-03-29,9.7,6.5,14.6,0,6.2,2,286.9
강남,2019-03-30,5.8,3.6,8.9,3,13.3,2.6,222.2
강남,2019-03-31,5.1,3.7,8.5,0,8.3,2.8,303.8
강남,2019-04-01,6.5,2.8,10.7,0,8.4,2.4,281.3
강남,2019-04-02,7.8,3.4,12.6,0,8.2,2.1,272.8
강남,2019-04-03,8.3,3.7,13.2,0,8.6,2,267.2
강남,2019-04-04,9.8,4,15.3,0,9,2.5,253.1
강남,2019-04-05,11.8,7.4,16.7,0,8.6,2.4,236.3
강남,2019-04-06,10.3,7.2,12.7,0,6.2,0.7,53.4
강남,2019-04-07,12.7,7,19.5,0,7.6,1.3,275.6
강남,2019-04-08,12.5,9.4,17,0,8.7,2.3,264.4
강남,2019-04-09,9.6,4.6,14.2,20,8.9,2.1,64.7
강남,2019-04-10,7.6,4.6,10,4,7.5,1.4,59.1
강남,2019-04-11,10.3,5.3,15.9,0,6.5,1.4,230.6
강남,2019-04-12,12.2,7.3,18.2,0,7.1,1.6,323.4
강남,2019-04-13,12.7,7.8,17.3,0,8.2,1.7,261.6
강남,2019-04-14,10.6,7.9,13.5,1.5,10.5,2,286.9
강남,2019-04-15,13,6.9,18,0,7.9,1.8,216.6
강남,2019-04-16,15.9,7.8,22.4,0,6.1,1.4,239.1
강남,2019-04-17,16.3,10.8,21.4,0,7.2,1.6,261.6
강남,2019-04-18,13.8,12.5,16.8,0,9.2,1.8,298.1
강남,2019-04-19,13.9,10.3,19.2,0,6.7,1.4,59.1
강남,2019-04-20,14.8,10.9,19.1,0,7.8,1.4,272.8
강남,2019-04-21,15.3,12.7,20.7,0.5,5.2,1.6,292.5
강남,2019-04-22,19.6,12,28,0,5.1,1.4,289.7
강남,2019-04-23,21,16.9,26.2,0,6.9,1.1,84.4
강남,2019-04-24,19.7,15.8,25.8,6.5,6.3,1.3,267.2
강남,2019-04-25,13.7,9.8,18,11,6.1,1.5,64.7
강남,2019-04-26,9.3,7.8,10.5,4,6.2,1.6,78.8
강남,2019-04-27,12.8,6.1,17.9,0,5.7,1.3,244.7
강남,2019-04-28,13.8,11.8,16.7,0,5.3,1.3,244.7
강남,2019-04-29,13.6,9.7,17.5,0,3.4,0.9,61.9
강남,2019-04-30,16.1,10.2,22.3,0,6.4,1.5,284.1
강남,2019-05-01,17.1,12.3,22.1,0,7.7,2.1,289.7
강남,2019-05-02,18.5,13.9,24.9,0,8,2,244.7
강남,2019-05-03,18.7,11.5,25.9,0,6.9,1.6,275.6
강남,2019-05-04,20.4,13.7,27.4,0,5.9,1.4,275.6
강남,2019-05-05,20.1,15.1,27,0,8.1,1.7,284.1
강남,2019-05-06,15.1,11.3,20,0,8.3,2.4,286.9
강남,2019-05-07,15.9,10.3,22,0,8.9,2,255.9
강남,2019-05-08,16.4,11.5,22.4,0,8.4,2.1,244.7
강남,2019-05-09,17.1,12.9,22.6,0,7,2,261.6
강남,2019-05-10,18.7,11.9,26.6,0,7.1,1.6,244.7
강남,2019-05-11,21.2,14.8,27.9,0,6.5,1.3,267.2
강남,2019-05-12,22.2,16.1,28.5,0,5,1.2,306.6
강남,2019-05-13,19.6,16.7,23.1,0,7,1.1,292.5
강남,2019-05-14,20.9,15.2,26.3,0,5.9,1.3,270
강남,2019-05-15,21.6,16.3,27.5,0,6.7,1.4,286.9
강남,2019-05-16,24,17.9,29.8,0,6.2,1.4,309.4
강남,2019-05-17,24.4,19.4,28.3,0,4.4,1.1,219.4
강남,2019-05-18,22.9,20,25.2,0,7,1.4,50.6
강남,2019-05-19,19.4,17.9,21.9,15.5,5.1,0.7,137.8
강남,2019-05-20,16.9,13.1,20.6,4.5,9.5,2.9,284.1
강남,2019-05-21,17.8,12.2,23.4,0,9.1,2.6,272.8
강남,2019-05-22,20.7,13.8,27,0,10.9,2.2,239.1
강남,2019-05-23,23.3,16.7,29.3,0,5.6,1.1,306.6
강남,2019-05-24,25.2,17.3,33.8,0,5.1,1.5,272.8
강남,2019-05-25,24.3,19.8,29.3,0,5.3,1.5,331.9
강남,2019-05-26,25.1,19.7,30.9,0,7.1,1.6,219.4
강남,2019-05-27,18.4,16,23.5,4.5,8.3,2,292.5
강남,2019-05-28,19.1,14.5,24.6,0,8.9,2,295.3
강남,2019-05-29,,,,0,,,
강남,2019-05-30,20,13.7,26.2,0,8.2,1.6,244.7
강남,2019-05-31,20.1,16.7,25.1,0,8.6,1.9,286.9
강남,2019-06-01,19.3,14.1,24.9,0,5.8,1.1,160.3
강남,2019-06-02,21.8,13.9,29.1,0,5.9,1,306.6
강남,2019-06-03,23.6,15.7,30.2,0,7.1,1,295.3
강남,2019-06-04,23.5,17.7,29.9,0,7.3,1.5,270
강남,2019-06-05,24,19,31.4,0,7.1,1.2,247.5
강남,2019-06-06,21.8,18.9,26,5.5,5.6,0.6,163.1
강남,2019-06-07,20.1,17.3,25.4,40,6.2,1.1,19.7
강남,2019-06-08,22.4,15.8,28.8,0,5.3,0.7,272.8
강남,2019-06-09,22.4,18.4,27.3,0,6.5,0.9,14.1
강남,2019-06-10,19.3,16.2,24,7.5,8.5,0.7,149.1
강남,2019-06-11,21.2,16,26.7,0,5.5,0.7,11.3
강남,2019-06-12,22,15.8,27.6,0,6.3,1,208.1
강남,2019-06-13,23.8,16.3,29.7,0,5.9,0.9,275.6
강남,2019-06-14,24,19.4,29.3,0,5.7,0.9,320.6
강남,2019-06-15,22.5,17,28.4,5.5,8,1.3,264.4
강남,2019-06-16,22.4,16.1,28.1,0,6.3,1,278.4
강남,2019-06-17,22.3,18.4,27.1,0,6,1.4,222.2
강남,2019-06-18,21,17,25.7,10,7.1,0.9,14.1
강남,2019-06-19,22.4,19,26.6,0,5.3,0.9,298.1
강남,2019-06-20,23.5,20.8,28.8,0,5.8,1.1,239.1
강남,2019-06-21,23.1,20.5,27.7,0,5.3,1.2,28.1
강남,2019-06-22,24.8,17.8,31.4,0,8.8,1,306.6
강남,2019-06-23,25.1,19.7,31.6,0,6.5,1,258.8
강남,2019-06-24,25.4,21.6,31.6,0,6,1.5,227.8
강남,2019-06-25,26.5,18.9,33.4,0,6.2,1.3,312.2
강남,2019-06-26,25.5,21.1,29.6,0,5.8,1.2,180
강남,2019-06-27,26.2,22.1,31.7,0,5.7,1.3,230.6
강남,2019-06-28,25.3,22.9,30.5,0,5.4,0.8,278.4
강남,2019-06-29,23.6,19.6,28.8,2,4.8,0.2,180
강남,2019-06-30,24.5,21.5,29.4,0,5.8,0.8,258.8
강남,2019-07-01,24.3,20.9,30.1,0,6.3,1.6,284.1
강남,2019-07-02,25.1,20.6,30.5,0,6.3,1.6,216.6
강남,2019-07-03,24.9,20.5,28.8,0,5.3,1.2,275.6
강남,2019-07-04,26.3,19.6,33.4,0,6.8,1.4,261.6
강남,2019-07-05,28.3,20.3,36.5,0,6,1.2,210.9
강남,2019-07-06,29.6,24.1,36.2,0,6.7,1.5,202.5
강남,2019-07-07,27.1,23.5,32.3,0,7.1,1.6,90
강남,2019-07-08,25.6,22,30.7,0,6.7,1.6,118.1
강남,2019-07-09,25.6,21.2,30.4,0,6.3,1.4,343.1
강남,2019-07-10,22.9,19.6,28.5,15,5.8,1.3,95.6
강남,2019-07-11,22.4,19.9,26.5,5,5,1,306.6
강남,2019-07-12,24.2,21,29,0,6.3,1.7,292.5
강남,2019-07-13,25.2,22.4,30,0,4.9,1.4,129.4
강남,2019-07-14,26.3,21,32.1,0,6,1.2,281.3
강남,2019-07-15,23.9,21.8,28.1,26.5,3.9,0.9,191.3
강남,2019-07-16,25.6,22.3,29.4,0.5,4.4,1,289.7
강남,2019-07-17,26.7,23,30.2,0,4.5,0.9,309.4
강남,2019-07-18,27.7,23.2,33.6,9.5,5.1,1,177.2
강남,2019-07-19,28.5,23.1,34.7,0.5,10.4,1.4,194.1
강남,2019-07-20,28.6,25.7,32.1,1,8.4,2,129.4
강남,2019-07-21,25.6,24.1,28.4,8,6.6,1.5,278.4
강남,2019-07-22,27.6,24.6,32,0,5.1,1.4,202.5
강남,2019-07-23,28.7,25,33.7,0,5.8,1.3,241.9
강남,2019-07-24,27.2,25.9,28.7,0,5,1.1,194.1
강남,2019-07-25,26.8,25.8,29.3,8.5,4.3,0.9,177.2
강남,2019-07-26,26.1,24.4,28.5,115.5,6.4,0.9,191.3
강남,2019-07-27,28.9,25.2,34.7,29.5,5.5,1,168.8
강남,2019-07-28,26.4,25.1,28,27,7,1.3,261.6
강남,2019-07-29,28.3,25,32.5,0.5,8.1,1.7,185.6
강남,2019-07-30,29.1,26.4,32.3,0,9.4,1.9,267.2
강남,2019-07-31,26.6,24.2,29,64,8.6,1.4,208.1
강남,2019-08-01,27.3,24,31.8,50,5.6,1,295.3
강남,2019-08-02,29.9,24.7,35,0,5.6,0.9,331.9
강남,2019-08-03,30.3,25.8,37,0,6.6,0.9,151.9
강남,2019-08-04,29,25.1,35.7,0,6.3,0.7,337.5
강남,2019-08-05,31.5,25.6,37.6,0,3.8,0.6,210.9
강남,2019-08-06,32,27.5,37.7,0,5.6,0.9,75.9
강남,2019-08-07,26.8,23.8,31.8,13.5,4,0.6,154.7
강남,2019-08-08,29.4,25.2,34.4,0,5.3,0.8,222.2
강남,2019-08-09,30,26.2,34.6,0,4.9,0.8,216.6
강남,2019-08-10,31.8,26,37.5,0,6.1,1.3,137.8
강남,2019-08-11,31.2,25.4,36.7,4,9.4,2.1,78.8
강남,2019-08-12,26.7,24.5,28.3,44,5.4,0.9,165.9
강남,2019-08-13,30.5,25.9,36.4,0,4.6,1.1,191.3
강남,2019-08-14,31.2,26.5,37.4,0,5.5,1.1,188.4
강남,2019-08-15,25.8,24,29.4,35.5,5,0.9,22.5
강남,2019-08-16,26.7,23.5,32.3,0,7.9,1.6,213.8
강남,2019-08-17,26.2,22.2,30.4,1.5,6.4,1.5,213.8
강남,2019-08-18,26,21.2,32.2,0,4.9,1.1,244.7
강남,2019-08-19,26.5,21.1,33.7,0,4.4,0.6,202.5
강남,2019-08-20,28.1,22.6,35,0,6.1,0.9,185.6
강남,2019-08-21,27.5,25,34.7,0.5,4.3,1.1,213.8
강남,2019-08-22,27.8,23.3,33.8,0,6.8,1.2,22.5
강남,2019-08-23,27.1,23.9,31.8,0,7.5,1.6,306.6
강남,2019-08-24,24.3,21.7,28.8,0,5.3,1.2,253.1
강남,2019-08-25,24.9,20.3,30.3,0,5.5,1.1,208.1
강남,2019-08-26,26.8,21.8,32.4,0,4.4,1.1,182.8
강남,2019-08-27,25.6,22.3,30,2.5,4.4,0.9,199.7
강남,2019-08-28,26.3,23.6,31,0.5,5.7,1.2,286.9
강남,2019-08-29,23,19.3,27.3,45.5,9.4,1.3,289.7
강남,2019-09-10,24.1,22.6,27.9,56.5,8.5,0.8,174.4
강남,2019-09-11,24.4,20.9,28.8,9,5.3,1,87.2
강남,2019-09-12,21.6,18.1,23.4,2,4.8,1.1,101.3
강남,2019-09-13,23.1,17.7,30.1,0,5.9,0.8,292.5
강남,2019-09-14,22.7,20.8,24.8,1,7.1,0.7,182.8
강남,2019-09-15,24.2,19.6,30.8,0,4.8,0.7,185.6
강남,2019-09-16,24.6,19.9,31,0,6.6,0.9,118.1
강남,2019-09-17,23.3,16.1,29.7,0,3.9,0.7,8.4
강남,2019-09-18,21.9,17.4,26.9,0,7.2,1.4,261.6
강남,2019-09-19,20.3,14.2,27.3,0,6,1,320.6
강남,2019-09-20,20.4,16.8,25.7,0,4.5,0.8,357.2
강남,2019-09-21,20,18.6,22.6,0,4.8,1,165.9
강남,2019-09-22,18.4,16.1,20,3.5,6.7,1.3,42.2
강남,2019-09-23,20.1,15.6,25.5,0,5.2,1.1,340.3
강남,2019-09-24,19.8,14,27.1,0,5.4,1.1,261.6
강남,2019-09-25,20.7,15,27.3,0,3.4,0.7,22.5
강남,2019-09-26,22.5,17.9,29.4,0,4.7,0.7,163.1
강남,2019-09-27,22.7,18.6,27.4,0,3.4,0.5,109.7
강남,2019-09-28,23.8,19,29.4,0,3.4,0.6,182.8
강남,2019-09-29,22.2,17,29.9,0,4.7,0.7,267.2
강남,2019-09-30,22.2,16.3,30.4,0,3.8,0.6,275.6
강남,2019-10-01,22.9,17.4,28.4,0,5.4,0.7,154.7
강남,2019-10-02,22.2,20.6,25.6,24,7.7,0.9,56.3
강남,2019-10-03,22.5,19.3,28.9,18,6.1,1,317.8
강남,2019-10-04,22.6,18.1,28.2,0,4.2,1.1,185.6
강남,2019-10-05,19.8,15.9,24,0,5.3,1.4,320.6
강남,2019-10-06,18.6,14.2,23.5,0,5.3,1.2,14.1
강남,2019-10-07,15.2,13.9,18.2,28,4.7,0.8,123.8
강남,2019-10-08,15.8,10.8,21.8,0,7,1.4,309.4
강남,2019-10-09,14.1,8.1,21.5,0,5.5,0.9,345.9
강남,2019-10-10,15,10.6,20.9,0,2.7,0.5,42.2
강남,2019-10-11,19,12.4,26.7,0,6.9,0.9,132.2
강남,2019-10-12,18.3,14.7,24,0,6.8,1.4,126.6
강남,2019-10-13,17.2,12.4,24.2,0,3.6,0.7,112.5
강남,2019-10-14,15.1,10.4,20.4,0,6.2,1.4,331.9
강남,2019-10-15,14.6,9.4,21.1,0,4.5,0.8,90
강남,2019-10-16,15,9.5,21.5,0,4.3,0.7,264.4
강남,2019-10-17,15.2,11.1,22.1,0,5,0.7,11.3
강남,2019-10-18,17.2,11.5,23.3,0,5.5,0.8,92.8
강남,2019-10-19,16.9,11.5,23.7,0,5.1,0.8,275.6
강남,2019-10-20,15.9,12.3,23.6,0,3.6,0.7,174.4
강남,2019-10-21,16.3,11.1,24.7,0,3.5,0.4,123.8
강남,2019-10-22,17.4,12.5,24.7,0,3.3,0.7,174.4
강남,2019-10-23,17.1,13.5,21.5,0,3.6,0.7,135
강남,2019-10-24,19.2,15.4,24.9,0,5.8,0.9,126.6
강남,2019-10-25,17.5,12.7,23,0,7.4,1.3,239.1
강남,2019-10-26,10.9,8,15.6,0,6,1.6,306.6
강남,2019-10-27,11.2,5.1,18,0,5.4,1,281.3
강남,2019-10-28,13.5,7.8,18.6,2.5,6.5,1.6,275.6
강남,2019-10-29,13.5,9.3,19.3,0.5,7.8,1.4,250.3
강남,2019-10-30,11.2,5.1,18.2,0,5.9,0.9,28.1
강남,2019-10-31,15.2,8.8,21,0,6,1.3,289.7
강남,2019-11-01,14.4,9.7,21.5,0,4.2,0.6,70.3
강남,2019-11-02,14,8.1,19.7,0,4.4,0.7,194.1
강남,2019-11-03,15,9.5,22.1,0,4.9,0.8,95.6
강남,2019-11-04,13,8.1,20.5,0,3.3,0.5,70.3
강남,2019-11-05,12.2,7.5,18.8,0,4.9,0.9,5.6
강남,2019-11-06,11.3,5.9,17.4,0,5.6,0.8,241.9
강남,2019-11-07,10.3,6,15,0,6.3,1.5,320.6
강남,2019-11-08,7.3,1.6,14.1,0,4.4,0.9,295.3
강남,2019-11-09,9.3,2.6,17.9,0,5.3,0.7,317.8
강남,2019-11-10,10.4,6,16.9,12.5,7.6,1.3,165.9
강남,2019-11-11,11.9,8,16.7,0.5,6.3,1.5,250.3
강남,2019-11-12,9.6,4.7,16.1,0,5.3,0.5,317.8
강남,2019-11-13,8.2,4.6,12.1,8,7.8,1.5,320.6
강남,2019-11-14,2.4,-0.7,6.1,0,9.1,1.9,312.2
강남,2019-11-15,6.2,2.5,8.2,24,6.7,1.1,182.8
강남,2019-11-16,6.7,4.1,14.6,0,3.7,0.5,340.3
강남,2019-11-17,8.6,5.4,11.4,37,3.9,0.7,106.9
강남,2019-11-18,5.9,1.9,13.3,17,8.2,2.5,258.8
강남,2019-11-19,2.1,-1.8,6.2,0,7.4,1.9,331.9
강남,2019-11-20,1.7,-2,7.6,0,4.5,1,241.9
강남,2019-11-21,4.6,-1.8,9.9,0,3.5,0.6,163.1
강남,2019-11-22,8.7,2.4,18.7,0,4.2,0.6,177.2
강남,2019-11-23,11.1,5,18.7,0,5,0.6,90
강남,2019-11-24,10.2,5.8,17.4,2.5,8.4,1.1,334.7
강남,2019-11-25,3.3,0.7,7,0,7.6,1.3,345.9
강남,2019-11-26,7.4,0.9,15,0,5.5,0.9,286.9
강남,2019-11-27,4.8,2.2,8.5,0,5.8,1.5,270
강남,2019-11-28,5.4,0.7,11.8,0,5.8,1.2,275.6
강남,2019-11-29,3,-1.7,9.3,0,4.2,1,247.5
강남,2019-11-30,5,-1.5,11.5,0,4.4,0.8,309.4
강남,2019-12-01,5.5,3.5,7.5,4,5.6,0.7,309.4
강남,2019-12-02,1.6,-1.4,5.2,0,8.7,2.3,284.1
강남,2019-12-03,1.1,-3.8,4.6,0.5,3.8,0.9,149.1
강남,2019-12-04,3.3,-1.9,8.7,0.5,6.5,1.1,317.8
강남,2019-12-05,-2.6,-6.8,1.8,0,8,2.1,326.3
강남,2019-12-06,-4.1,-8.5,0.4,0,5.3,1.1,348.8
강남,2019-12-07,-1.6,-5.4,2.9,0,3.7,0.8,109.7
강남,2019-12-08,-0.5,-4.8,5.9,0,4.3,0.7,340.3
강남,2019-12-09,4.1,-2,7.8,0,5.8,1.4,165.9
강남,2019-12-10,7.7,4.6,12.5,1.5,6.3,0.7,199.7
강남,2019-12-11,7.1,1.5,10.1,0.5,11.1,2.3,312.2
강남,2019-12-12,0.4,-2.3,5,0,8,1.7,323.4
강남,2019-12-13,3.1,-2.7,6.9,0.5,6,1.3,261.6
강남,2019-12-14,4,0.8,7.7,0.5,7.3,1.4,272.8
강남,2019-12-15,4.5,-1.4,13.5,0,4.5,0.6,180
강남,2019-12-16,8.4,0.8,14.9,0,3.6,0.7,163.1
강남,2019-12-17,8.7,4.5,11.2,9,7,1.5,329.1
강남,2019-12-18,2.5,0.6,6.5,0,6.6,1.5,329.1
강남,2019-12-19,0.9,-2.1,4.6,0,5.8,1.5,244.7
강남,2019-12-20,0.3,-2.3,3.8,0,5.1,1.5,295.3
강남,2019-12-21,-0.4,-4.2,3.6,0,4.8,0.9,95.6
강남,2019-12-22,4.4,0.1,9.7,0.5,5.6,0.8,168.8
강남,2019-12-23,4.2,1.2,6.8,2,4.7,1,317.8
강남,2019-12-24,1.4,-1.8,7.6,0,3.8,0.6,45
강남,2019-12-25,2.3,-2.3,8.1,0,4.8,0.7,225
강남,2019-12-26,3,-1,5.7,1,8,1.5,295.3
강남,2019-12-27,-0.5,-2.9,4.1,0,6.3,1.5,326.3
강남,2019-12-28,1.6,-3.5,7.3,0,4.4,1.1,177.2
강남,2019-12-29,4.1,0.7,7.4,0.5,3.7,1,168.8
강남,2019-12-30,3.7,-4.1,8.3,0.5,11.1,1.6,281.3
강남,2019-12-31,-6.3,-9.6,-2.9,0,8.8,2.3,317.8
서초,2019-01-01,-4.2,-8.3,-0.1,0,6.9,1.5,247.5
서초,2019-01-02,-4.2,-9,0,0,4.6,1.5,303.8
서초,2019-01-03,-3.1,-8.6,3.1,0,3.7,1,326.3
서초,2019-01-04,-0.8,-6.7,4.2,0,3.8,1.1,177.2
서초,2019-01-05,-2,-4.9,1.4,0,5.6,1.9,340.3
서초,2019-01-06,-2.5,-6.6,2.8,0,4.4,1.1,317.8
서초,2019-01-07,-1.8,-6.6,3.3,0,5.4,1.3,320.6
서초,2019-01-08,-2.3,-5.8,0.6,0,11.1,2.6,329.1
서초,2019-01-09,-3.6,-9,1.4,0,5.3,1.3,306.6
서초,2019-01-10,0.3,-3.2,3.5,0,3.7,1.2,275.6
서초,2019-01-11,3.2,-0.2,6.8,0,4,1,298.1
서초,2019-01-12,3.3,-1.1,7.7,0,4.8,1.2,298.1
서초,2019-01-13,1.7,-3.6,7.3,0,4.2,1.2,300.9
서초,2019-01-14,1.6,-2.9,5.7,0,2.9,1,95.6
서초,2019-01-15,-0.7,-5.9,3.7,0,8.6,2.4,312.2
서초,2019-01-16,-4.2,-8.1,-1.4,0,6.1,1.9,298.1
서초,2019-01-17,0.6,-3.2,4.1,0,7,1.7,309.4
서초,2019-01-18,0.6,-5.5,6.7,0,4.5,1.2,326.3
서초,2019-01-19,3.8,-0.9,8.9,0,3.7,1,222.2
서초,2019-01-20,-0.4,-3.9,4.9,0,8.7,3.3,289.7
서초,2019-01-21,-0.5,-6.8,5.6,0,6.5,1.6,253.1
서초,2019-01-22,2.1,-3.1,7.9,0,5.1,1.3,188.4
서초,2019-01-23,2.5,-1.1,7.3,0,7.1,2.1,329.1
서초,2019-01-24,0.3,-4.5,6.1,0,4.9,1.2,306.6
서초,2019-01-25,-0.4,-3.4,2.3,0,8.3,2.3,14.1
서초,2019-01-26,-1.7,-5,1.6,0,7.1,2.3,331.9
서초,2019-01-27,-0.1,-7.5,4.9,0,4.4,1.3,326.3
서초,2019-01-28,1.9,-1.1,4.3,0,7.8,2.4,331.9
서초,2019-01-29,0.6,-5.7,6.5,0,3.7,1.1,300.9
서초,2019-01-30,2.7,-2.5,7.3,0,4.9,1.3,317.8
서초,2019-01-31,-1.2,-4.6,3.3,0,7.3,2.6,334.7
서초,2019-02-01,-1.6,-7.1,4.3,0,6.4,1.4,28.1
서초,2019-02-02,2.1,-3.9,6.5,0,5.1,1.5,112.5
서초,2019-02-03,3.7,2.3,5.6,23,7.1,1.4,354.4
서초,2019-02-04,0.2,-2.8,3.4,0,7.7,2,295.3
서초,2019-02-05,2.6,-4.7,10.3,0,4.7,1.2,137.8
서초,2019-02-06,5.6,-0.9,10.1,0,3.5,1.1,137.8
